5.075340818682950728e-01 1.949857070746892074e-01 1.651335196380724069e-01 7.233826932624152217e-01 3.851964269178197675e+00 2.091871959693211025e+01 9.700906100951643962e-01
3.270179847165738396e-01 1.496019556512768744e-01 8.840729616088999210e-02 6.082618941703327176e-01 5.119790031663500329e+00 3.149050876770895258e+01 9.731072116236262337e-01
5.216592307101710624e-01 2.831556770181778981e-01 8.725846099608902673e-02 5.083188811629355541e-01 4.379989888986824731e+00 2.445089064015444791e+01 9.700190423053087763e-01
4.110210914101183333e-01 1.644934106762790393e-01 1.936943050653089915e-01 6.541135499460231095e-01 3.581978888885556600e+00 4.061523595349528648e+01 9.834790349318941471e-01
4.406493090243196464e-01 2.012493310141151015e-01 1.012914919184796092e-01 5.062219165716422831e-01 4.223461551357925892e+00 2.788200337772450510e+01 9.803021808257968983e-01
5.162859136782764757e-01 2.710359694916782969e-01 2.568826529989774454e-01 8.100762455416279373e-01 4.649246900990672060e+00 4.287663198894333760e+01 9.722017350780121081e-01
4.899023922821568733e-01 2.829480846543477313e-01 1.058148040207223806e-01 6.605869427071250355e-01 4.199986790452785002e+00 4.063675836628043214e+01 9.820619587909189541e-01
4.531547536848454238e-01 1.633746099088372317e-01 2.087831584598492107e-01 6.020028393382127474e-01 2.934041950848619074e+00 2.493889368511708682e+01 9.805107389577120136e-01
4.272337040494380012e-01 1.857365835058597259e-01 2.117999564248010946e-01 6.879337307034232296e-01 3.013657700576595211e+00 1.545644253306524263e+01 9.738170561148286053e-01
3.187671301911292332e-01 1.150785953437375997e-01 6.536057264959804769e-02 6.807672421736683521e-01 5.239972400833901034e+00 2.735471837762138492e+01 9.675720263764350237e-01
5.229209949578215166e-01 2.903556844318335717e-01 8.850060192198087872e-02 5.083368716901646156e-01 3.562521441255301013e+00 3.051515045011595006e+01 9.833395553332662242e-01
5.320515772408560551e-01 1.985147694044968325e-01 1.244052123508388175e-01 8.559871650213761729e-01 5.135852142956400357e+00 3.483213119318025974e+01 9.904215838860016552e-01
4.396937116705605941e-01 2.738821499456777220e-01 1.011408776359769557e-01 8.049582639494985425e-01 4.588602473669663340e+00 2.395408724783691667e+01 9.726892087095534434e-01
5.411332943184258282e-01 1.956379275451186062e-01 2.303485585563027072e-01 7.949008991937902557e-01 4.159461612325129565e+00 3.333700154065112997e+01 9.897166201570380961e-01
5.252227884400300084e-01 2.794631803042479934e-01 7.633736952989009228e-02 5.795803206628585835e-01 5.196006951071300506e+00 2.136300579312366565e+01 9.879642000525259427e-01
5.799452580675771296e-01 3.124110488093515547e-01 1.964363522835688436e-01 6.521259778880126312e-01 4.108706787108178382e+00 2.921707803243510071e+01 9.808960161730448934e-01
4.874658658345979445e-01 2.049690089110844937e-01 2.671575613665924664e-01 6.197434828016770147e-01 4.937920750108538925e+00 3.478554252572744332e+01 9.706855346780064453e-01
5.147168029804856104e-01 1.238571141226940814e-01 8.963247076688635184e-02 8.938177324856717565e-01 5.327017647969018554e+00 3.647634690095144094e+01 9.684587661996491015e-01
4.901998196074399683e-01 2.364080876242613538e-01 1.392179710214546118e-01 9.022493684084957888e-01 5.866097532490904598e+00 3.658064011070659660e+01 9.794401339193095080e-01
4.064718913151496027e-01 1.205532469817070518e-01 1.242364411887479092e-01 5.400676789441580805e-01 3.722990254517926978e+00 3.154863688854731052e+01 9.766264932186328185e-01
3.814749722702207579e-01 1.421418148116352365e-01 1.696642971748545947e-01 6.452518862093156171e-01 4.595803516168137648e+00 4.021492739250375337e+01 9.692325521327771476e-01
